transcript_id	gene	transcript_type	tsl	biotype
XM_017029169.1	LOC107985555	R		protein_coding
XR_001755450.1	LOC107985555	R		misc_RNA
XM_017029168.1	LOC107985555	R		protein_coding
XM_017029170.1	LOC107985555	R		protein_coding
ENST00000418264	ZDHHC8P1	E		transcribed_unprocessed_pseudogene
ENST00000449711	LINC01659	E		lncRNA
NR_110538.1	LINC01659	R		lncRNA
ENST00000428415	LINC01659	E		lncRNA
ENST00000454268	AP000344.1	E		processed_transcript
ENST00000457193	AP000344.1	E		processed_transcript
ENST00000426024	AP000344.1	E		transcribed_processed_pseudogene
ENST00000320372	FAM230I	E		lncRNA
NR_110539.2	LINC01658	R		lncRNA
NR_165488.1	LINC01658	R		lncRNA
NR_165489.1	LINC01658	R		lncRNA
NR_165490.1	LINC01658	R		lncRNA
ENST00000653461	AP000345.3	E		lncRNA
XR_938072.2	LINC02557	R		lncRNA
XR_938074.2	LINC02557	R		lncRNA
ENST00000432249	LINC02557	E		lncRNA
XR_001755452.1	LOC107985580	R		lncRNA
ENST00000626825	PCAT14	E		lncRNA
ENST00000629869	PCAT14	E		lncRNA
NR_109832.1	PCAT14	R		lncRNA
ENST00000627127	PCAT14	E		lncRNA
ENST00000454863	AP000345.1	E		lncRNA
ENST00000458318	AP000345.1	E		lncRNA
XR_938075.2	LOC105372957	R		lncRNA
XR_938076.1	LOC105372957	R		lncRNA
XR_938077.2	LOC105372957	R		lncRNA
XR_938078.2	LOC105372957	R		lncRNA
XR_938079.1	LOC105372957	R		lncRNA
ENST00000249053	IGLL1	E		protein_coding
ENST00000330377	IGLL1	E		protein_coding
ENST00000438703	IGLL1	E		protein_coding
NM_001369906.1	IGLL1	R		protein_coding
NM_020070.4	IGLL1	R		protein_coding
NM_152855.3	IGLL1	R		protein_coding
ENST00000608615	AP000345.2	E		lncRNA
XM_011530206.1	DRICH1	R		protein_coding
XM_011530207.2	DRICH1	R		protein_coding
XM_011530208.2	DRICH1	R		protein_coding
XM_011530209.2	DRICH1	R		protein_coding
XM_011530210.2	DRICH1	R		protein_coding
ENST00000614827	AP000346.4	E		unprocessed_pseudogene
ENST00000317749	DRICH1	E		protein_coding
NM_016449.4	DRICH1	R		protein_coding
ENST00000622821	AP000346.3	E		processed_pseudogene
ENST00000614553	DRICH1	E		protein_coding
XM_017028813.1	DRICH1	R		protein_coding
ENST00000390329	AP000346.1	E		lncRNA
ENST00000422506	GUSBP11	E		lncRNA
ENST00000425948	AP000346.2	E		transcribed_unprocessed_pseudogene
ENST00000430357	GUSBP11	E		lncRNA
ENST00000430707	AP000346.2	E		processed_transcript
ENST00000445682	GUSBP11	E		lncRNA
ENST00000451837	GUSBP11	E		lncRNA
ENST00000452737	GUSBP11	E		lncRNA
ENST00000455485	GUSBP11	E		lncRNA
NR_024448.2	GUSBP11	R		transcribed_pseudogene
ENST00000428790	ASLP1	E		unprocessed_pseudogene
ENST00000423913	GUSBP11	E		lncRNA
ENST00000421064	GUSBP11	E		lncRNA
ENST00000434893	GUSBP11	E		lncRNA
ENST00000651432	GUSBP11	E		lncRNA
ENST00000417194	AP000347.1	E		processed_transcript
ENST00000435868	AP000347.1	E		transcribed_unprocessed_pseudogene
ENST00000438858	AP000347.1	E		processed_transcript
ENST00000458554	AP000347.1	E		processed_transcript
ENST00000437862	AP000347.1	E		processed_transcript
ENST00000451919	AP000347.1	E		processed_transcript
ENST00000401461	RGL4	E		protein_coding
ENST00000441897	RGL4	E		nonsense_mediated_decay
ENST00000290691	RGL4	E		protein_coding
ENST00000612432	RGL4	E		protein_coding
ENST00000615003	RGL4	E		protein_coding
NM_001329424.2	RGL4	R		protein_coding
NM_153615.1	RGL4	R		protein_coding
ENST00000423392	RGL4	E		protein_coding
ENST00000460003	RGL4	E		retained_intron
ENST00000467354	RGL4	E		retained_intron
ENST00000452208	RGL4	E		protein_coding
NM_001329425.2	RGL4	R		protein_coding
ENST00000460167	RGL4	E		processed_transcript
ENST00000432595	AP000347.1	E		processed_transcript
ENST00000444220	AP000347.1	E		processed_transcript
ENST00000437294	AP000347.1	E		processed_transcript
ENST00000341976	ZNF70	E		protein_coding
NM_021916.4	ZNF70	R		protein_coding
XM_024452269.1	ZNF70	R		protein_coding
XM_024452270.1	ZNF70	R		protein_coding
XM_024452271.1	ZNF70	R		protein_coding
ENST00000248948	VPREB3	E		protein_coding
ENST00000398465	VPREB3	E		protein_coding
NM_013378.3	VPREB3	R		protein_coding
XM_011529908.2	C22orf15	R		protein_coding
XM_017028612.1	C22orf15	R		protein_coding
XM_024452160.1	C22orf15	R		protein_coding
XM_024452161.1	C22orf15	R		protein_coding
ENST00000402217	C22orf15	E		protein_coding
ENST00000477921	C22orf15	E		retained_intron
ENST00000498542	C22orf15	E		retained_intron
NM_001331041.2	C22orf15	R		protein_coding
NM_001376903.1	C22orf15	R		protein_coding
NM_001376904.1	C22orf15	R		protein_coding
NM_001376905.1	C22orf15	R		protein_coding
NM_182520.3	C22orf15	R		protein_coding
XM_011529907.2	C22orf15	R		protein_coding
XM_011529912.2	C22orf15	R		protein_coding
XM_017028602.1	C22orf15	R		protein_coding
XM_017028604.1	C22orf15	R		protein_coding
XM_017028605.1	C22orf15	R		protein_coding
XM_017028606.1	C22orf15	R		protein_coding
XM_017028608.1	C22orf15	R		protein_coding
XM_017028611.1	C22orf15	R		protein_coding
XM_017028613.1	C22orf15	R		protein_coding
XM_017028614.1	C22orf15	R		protein_coding
XM_017028618.1	C22orf15	R		protein_coding
XM_024452158.1	C22orf15	R		protein_coding
XM_024452159.1	C22orf15	R		protein_coding
XM_024452162.1	C22orf15	R		protein_coding
ENST00000305199	C22orf15	E		protein_coding
ENST00000382821	C22orf15	E		protein_coding
ENST00000401675	CHCHD10	E		protein_coding
ENST00000484558	CHCHD10	E		protein_coding
ENST00000517886	CHCHD10	E		nonsense_mediated_decay
ENST00000520222	CHCHD10	E		protein_coding
ENST00000523865	CHCHD10	E		retained_intron
NM_001301339.2	CHCHD10	R		protein_coding
NM_213720.3	CHCHD10	R		protein_coding
NR_125755.2	CHCHD10	R		misc_RNA
NR_125756.2	CHCHD10	R		misc_RNA
ENST00000465385	MMP11	E		retained_intron
ENST00000477567	MMP11	E		processed_transcript
ENST00000489582	MMP11	E		processed_transcript
XR_001755453.1	LOC107985577	R		lncRNA
XR_001755454.1	LOC107985577	R		lncRNA
ENST00000215743	MMP11	E		protein_coding
ENST00000428253	MMP11	E		nonsense_mediated_decay
ENST00000437086	MMP11	E		nonsense_mediated_decay
ENST00000465730	MMP11	E		retained_intron
NM_005940.5	MMP11	R		protein_coding
NR_133013.2	MMP11	R		misc_RNA
ENST00000460352	MMP11	E		processed_transcript
ENST00000434318	MMP11	E		nonsense_mediated_decay
ENST00000492464	MMP11	E		retained_intron
ENST00000493132	MMP11	E		retained_intron
ENST00000480185	MMP11	E		processed_transcript
ENST00000488363	MMP11	E		processed_transcript
ENST00000263121	SMARCB1	E		protein_coding
ENST00000344921	SMARCB1	E		protein_coding
ENST00000407082	SMARCB1	E		protein_coding
ENST00000407422	SMARCB1	E		protein_coding
ENST00000417137	SMARCB1	E		protein_coding
ENST00000491967	SMARCB1	E		retained_intron
ENST00000643421	SMARCB1	E		retained_intron
ENST00000644036	SMARCB1	E		protein_coding
ENST00000644619	SMARCB1	E		nonsense_mediated_decay
ENST00000646421	SMARCB1	E		retained_intron
ENST00000646723	SMARCB1	E		retained_intron
ENST00000646911	SMARCB1	E		retained_intron
ENST00000647057	SMARCB1	E		nonsense_mediated_decay
NM_001007468.3	SMARCB1	R		protein_coding
NM_001317946.2	SMARCB1	R		protein_coding
NM_001362877.2	SMARCB1	R		protein_coding
NM_003073.5	SMARCB1	R		protein_coding
ENST00000634926	SMARCB1	E		protein_coding
ENST00000635578	SMARCB1	E		protein_coding
ENST00000644462	SMARCB1	E		nonsense_mediated_decay
ENST00000642727	SMARCB1	E		nonsense_mediated_decay
ENST00000644467	SMARCB1	E		retained_intron
ENST00000642275	SMARCB1	E		retained_intron
ENST00000477836	SMARCB1	E		retained_intron
ENST00000645799	SMARCB1	E		retained_intron
ENST00000290730	DERL3	E		retained_intron
ENST00000318109	DERL3	E		protein_coding
ENST00000404056	DERL3	E		protein_coding
ENST00000406855	DERL3	E		protein_coding
ENST00000464023	DERL3	E		processed_transcript
NM_001002862.3	DERL3	R		protein_coding
NM_001135751.2	DERL3	R		protein_coding
NM_001363072.2	DERL3	R		protein_coding
NM_198440.4	DERL3	R		protein_coding
XM_017029082.2	DERL3	R		protein_coding
ENST00000464034	DERL3	E		processed_transcript
ENST00000464110	DERL3	E		retained_intron
ENST00000476077	DERL3	E		protein_coding
ENST00000488272	DERL3	E		processed_transcript
ENST00000493596	DERL3	E		processed_transcript
XM_011530505.3	DERL3	R		protein_coding
XM_017029078.2	DERL3	R		protein_coding
XM_017029079.2	DERL3	R		protein_coding
XM_017029080.2	DERL3	R		protein_coding
ENST00000345044	SLC2A11	E		protein_coding
ENST00000609825	AP000350.5	E		lncRNA
ENST00000255830	SLC2A11	E		nonsense_mediated_decay
ENST00000398356	SLC2A11	E		protein_coding
ENST00000403208	SLC2A11	E		protein_coding
ENST00000405286	SLC2A11	E		processed_transcript
ENST00000405847	SLC2A11	E		protein_coding
ENST00000418102	SLC2A11	E		nonsense_mediated_decay
ENST00000423972	SLC2A11	E		nonsense_mediated_decay
ENST00000440493	SLC2A11	E		processed_transcript
ENST00000467660	SLC2A11	E		processed_transcript
ENST00000473740	SLC2A11	E		retained_intron
ENST00000489322	SLC2A11	E		retained_intron
ENST00000491948	SLC2A11	E		retained_intron
ENST00000492516	SLC2A11	E		retained_intron
ENST00000611880	SLC2A11	E		protein_coding
NM_001024938.4	SLC2A11	R		protein_coding
NM_001024939.4	SLC2A11	R		protein_coding
NM_001282864.2	SLC2A11	R		protein_coding
NM_030807.5	SLC2A11	R		protein_coding
NR_104247.2	SLC2A11	R		misc_RNA
NR_104248.2	SLC2A11	R		misc_RNA
ENST00000316185	SLC2A11	E		protein_coding
ENST00000405340	SLC2A11	E		nonsense_mediated_decay
ENST00000436643	SLC2A11	E		nonsense_mediated_decay
ENST00000461809	SLC2A11	E		retained_intron
ENST00000433835	AP000350.4	E		protein_coding
ENST00000624923	AP000350.7	E		lncRNA
ENST00000482576	SLC2A11	E		processed_transcript
ENST00000472526	SLC2A11	E		processed_transcript
ENST00000491172	RN7SL268P	E		misc_RNA
ENST00000473357	SLC2A11	E		retained_intron
ENST00000486907	SLC2A11	E		retained_intron
ENST00000215754	MIF	E		protein_coding
ENST00000406213	MIF-AS1	E		lncRNA
ENST00000465752	MIF	E		retained_intron
NM_002415.2	MIF	R		protein_coding
NR_038911.1	MIF-AS1	R		lncRNA
ENST00000498385	MIF	E		retained_intron
ENST00000609510	AP000350.6	E		lncRNA
XR_001755455.1	LOC107985558	R		lncRNA
ENST00000439492	AP000350.2	E		processed_pseudogene
XM_011530666.1	LOC100652871	R		protein_coding
ENST00000443377	AP000350.1	E		unprocessed_pseudogene
ENST00000440099	AP000350.3	E		unprocessed_pseudogene
ENST00000290765	GSTT2B	E		protein_coding
NM_001080843.4	GSTT2B	R		protein_coding
NM_001363804.1	GSTT2B	R		protein_coding
ENST00000404172	GSTT2B	E		protein_coding
ENST00000423307	AC253536.2	E		processed_pseudogene
XM_011529816.3	DDTL	R		protein_coding
ENST00000215770	DDTL	E		protein_coding
ENST00000609736	AC253536.6	E		lncRNA
NM_001084393.2	DDTL	R		protein_coding
ENST00000350608	DDT	E		protein_coding
ENST00000398344	DDT	E		protein_coding
ENST00000404092	AC253536.7	E		protein_coding
ENST00000428792	DDT	E		protein_coding
NM_001084392.3	DDT	R		protein_coding
NM_001355.4	DDT	R		protein_coding
ENST00000403754	DDT	E		protein_coding
ENST00000430101	DDT	E		protein_coding
ENST00000444947	DDT	E		retained_intron
NM_001381852.2	DDT	R		protein_coding
ENST00000437021	AC253536.1	E		transcribed_unprocessed_pseudogene
ENST00000506097	AC253536.5	E		unprocessed_pseudogene
ENST00000402588	GSTT2	E		polymorphic_pseudogene
ENST00000621118	GSTT2	E		protein_coding
ENST00000634759	GSTT2	E		polymorphic_pseudogene
NR_126445.2	GSTT2	R		transcribed_pseudogene
XM_024452202.1	GSTT4	R		protein_coding
XM_024452199.1	GSTT4	R		protein_coding
XM_024452200.1	GSTT4	R		protein_coding
XM_024452201.1	GSTT4	R		protein_coding
ENST00000611600	GSTT4	E		nonsense_mediated_decay
ENST00000612717	GSTT4	E		retained_intron
ENST00000621179	GSTT4	E		protein_coding
NM_001358664.2	GSTT4	R		protein_coding
NR_003081.3	GSTT4	R		misc_RNA
ENST00000617532	GSTT4	E		nonsense_mediated_decay
XR_001755457.1	LOC105372959	R		lncRNA
ENST00000440539	AC253536.4	E		unprocessed_pseudogene
ENST00000454754	CABIN1	E		protein_coding
XM_005261419.2	CABIN1	R		protein_coding
ENST00000263119	CABIN1	E		protein_coding
ENST00000617531	CABIN1	E		protein_coding
NM_001201429.2	CABIN1	R		protein_coding
NM_012295.4	CABIN1	R		protein_coding
XM_024452184.1	CABIN1	R		protein_coding
XR_001755184.2	CABIN1	R		misc_RNA
ENST00000405822	CABIN1	E		protein_coding
NM_001199281.1	CABIN1	R		protein_coding
XM_005261415.3	CABIN1	R		protein_coding
XM_005261416.3	CABIN1	R		protein_coding
XM_005261417.3	CABIN1	R		protein_coding
XM_006724179.2	CABIN1	R		protein_coding
XM_006724180.2	CABIN1	R		protein_coding
XM_006724181.2	CABIN1	R		protein_coding
XM_011530026.2	CABIN1	R		protein_coding
XM_011530029.3	CABIN1	R		protein_coding
XM_011530030.3	CABIN1	R		protein_coding
XM_017028680.2	CABIN1	R		protein_coding
XM_017028681.2	CABIN1	R		protein_coding
XM_017028683.2	CABIN1	R		protein_coding
XM_024452186.1	CABIN1	R		protein_coding
XM_024452187.1	CABIN1	R		protein_coding
XR_001755185.2	CABIN1	R		misc_RNA
ENST00000398319	CABIN1	E		protein_coding
ENST00000445422	CABIN1	E		protein_coding
XM_024452185.1	CABIN1	R		protein_coding
XM_017028682.2	CABIN1	R		protein_coding
ENST00000474981	CABIN1	E		retained_intron
ENST00000484593	CABIN1	E		retained_intron
XM_017028684.1	CABIN1	R		protein_coding
ENST00000496016	CABIN1	E		retained_intron
ENST00000444093	AC253536.3	E		lncRNA
ENST00000467937	CABIN1	E		retained_intron
ENST00000337989	CABIN1	E		protein_coding
ENST00000495121	CABIN1	E		processed_transcript
ENST00000485008	CABIN1	E		processed_transcript
ENST00000358321	SUSD2	E		protein_coding
ENST00000459824	CABIN1	E		retained_intron
ENST00000463101	SUSD2	E		retained_intron
NM_019601.4	SUSD2	R		protein_coding
ENST00000263112	GGT5	E		protein_coding
ENST00000327365	GGT5	E		protein_coding
ENST00000398292	GGT5	E		protein_coding
ENST00000425408	GGT5	E		protein_coding
NM_001099781.2	GGT5	R		protein_coding
NM_001099782.2	GGT5	R		protein_coding
NM_001302464.1	GGT5	R		protein_coding
NM_001302465.1	GGT5	R		protein_coding
NM_004121.5	GGT5	R		protein_coding
XM_005261557.3	GGT5	R		protein_coding
XM_005261558.3	GGT5	R		protein_coding
XM_011530133.2	GGT5	R		protein_coding
XM_011530134.2	GGT5	R		protein_coding
XM_011530135.2	GGT5	R		protein_coding
XM_011530136.2	GGT5	R		protein_coding
XM_011530137.3	GGT5	R		protein_coding
XM_017028768.2	GGT5	R		protein_coding
XM_017028769.2	GGT5	R		protein_coding
ENST00000424217	GGT5	E		protein_coding
ENST00000623756	GGT5	E		retained_intron
ENST00000402176	GGTLC4P	E		unprocessed_pseudogene
NR_003714.1	POM121L9P	R		transcribed_pseudogene
ENST00000414583	POM121L9P	E		processed_transcript
ENST00000441984	POM121L9P	E		transcribed_unprocessed_pseudogene
ENST00000419222	POM121L9P	E		processed_transcript
ENST00000444246	BCRP1	E		unprocessed_pseudogene
ENST00000396982	AP000354.1	E		processed_pseudogene
ENST00000314328	SPECC1L	E		protein_coding
ENST00000358654	SPECC1L-ADORA2A	E		nonsense_mediated_decay
ENST00000416735	SPECC1L	E		processed_transcript
ENST00000421374	SPECC1L	E		protein_coding
ENST00000437398	SPECC1L	E		protein_coding
ENST00000541492	SPECC1L	E		protein_coding
ENST00000651059	SPECC1L	E		protein_coding
NM_001145468.4	SPECC1L	R		protein_coding
NM_001254732.3	SPECC1L	R		protein_coding
NM_015330.6	SPECC1L	R		protein_coding
NR_103546.1	SPECC1L-ADORA2A	R		lncRNA
ENST00000440893	SPECC1L	E		protein_coding
NM_001254733.2	SPECC1L	R		protein_coding
XR_938082.2	LOC105372960	R		lncRNA
ENST00000472799	SPECC1L	E		retained_intron
ENST00000467385	ADORA2A	E		processed_transcript
ENST00000424232	ADORA2A	E		protein_coding
ENST00000486108	ADORA2A	E		protein_coding
ENST00000486351	ADORA2A	E		processed_transcript
ENST00000611543	ADORA2A	E		protein_coding
NM_001278500.2	ADORA2A	R		protein_coding
ENST00000444262	ADORA2A	E		protein_coding
ENST00000464977	ADORA2A	E		protein_coding
ENST00000337539	ADORA2A	E		protein_coding
ENST00000496258	ADORA2A	E		protein_coding
ENST00000496497	ADORA2A	E		processed_transcript
NM_000675.6	ADORA2A	R		protein_coding
NM_001278499.2	ADORA2A	R		protein_coding
NR_103543.2	ADORA2A	R		misc_RNA
NR_103544.2	ADORA2A	R		misc_RNA
ENST00000326341	ADORA2A-AS1	E		lncRNA
NR_028484.3	ADORA2A-AS1	R		lncRNA
ENST00000436735	ADORA2A	E		protein_coding
ENST00000439591	ADORA2A	E		protein_coding
ENST00000472248	ADORA2A	E		protein_coding
ENST00000610595	ADORA2A	E		protein_coding
ENST00000618076	ADORA2A	E		protein_coding
NM_001278497.2	ADORA2A	R		protein_coding
NM_001278498.2	ADORA2A	R		protein_coding
ENST00000412790	ADORA2A-AS1	E		lncRNA
ENST00000427813	ADORA2A-AS1	E		lncRNA
ENST00000650766	ADORA2A-AS1	E		lncRNA
NR_028483.2	ADORA2A-AS1	R		lncRNA
ENST00000415388	UPB1	E		nonsense_mediated_decay
ENST00000326010	UPB1	E		protein_coding
ENST00000382760	UPB1	E		protein_coding
NM_016327.3	UPB1	R		protein_coding
XM_011530222.2	UPB1	R		protein_coding
XM_011530223.2	UPB1	R		protein_coding
XM_011530224.2	UPB1	R		protein_coding
XM_011530225.2	UPB1	R		protein_coding
XM_017028825.1	UPB1	R		protein_coding
XM_017028826.1	UPB1	R		protein_coding
XM_017028827.2	UPB1	R		protein_coding
XM_017028828.1	UPB1	R		protein_coding
XR_001755249.1	UPB1	R		misc_RNA
XR_001755250.1	UPB1	R		misc_RNA
XR_937867.2	UPB1	R		misc_RNA
ENST00000432032	AP000355.1	E		lncRNA
ENST00000486043	UPB1	E		retained_intron
ENST00000498140	UPB1	E		processed_transcript
ENST00000398245	GUCD1	E		nonsense_mediated_decay
ENST00000407471	GUCD1	E		protein_coding
ENST00000435822	GUCD1	E		protein_coding
ENST00000490922	GUCD1	E		processed_transcript
ENST00000621833	GUCD1	E		protein_coding
NM_001284251.2	GUCD1	R		protein_coding
NM_001284252.2	GUCD1	R		protein_coding
NM_001284253.2	GUCD1	R		protein_coding
NM_001284254.2	GUCD1	R		protein_coding
NM_001284255.2	GUCD1	R		protein_coding
NM_001284256.2	GUCD1	R		protein_coding
NM_001284257.2	GUCD1	R		protein_coding
NM_031444.4	GUCD1	R		protein_coding
NR_104286.2	GUCD1	R		misc_RNA
XM_005261761.2	GUCD1	R		protein_coding
ENST00000402766	GUCD1	E		protein_coding
ENST00000404664	GUCD1	E		protein_coding
ENST00000447813	GUCD1	E		protein_coding
ENST00000493099	GUCD1	E		processed_transcript
ENST00000480272	GUCD1	E		retained_intron
ENST00000407973	GUCD1	E		protein_coding
ENST00000468170	GUCD1	E		retained_intron
ENST00000490810	GUCD1	E		processed_transcript
ENST00000215829	SNRPD3	E		protein_coding
ENST00000402849	SNRPD3	E		protein_coding
ENST00000404603	AP000356.5	E		nonsense_mediated_decay
ENST00000439775	AP000356.5	E		nonsense_mediated_decay
ENST00000468770	SNRPD3	E		retained_intron
ENST00000652248	AP000356.5	E		nonsense_mediated_decay
NM_001278656.2	SNRPD3	R		protein_coding
NM_004175.5	SNRPD3	R		protein_coding
NR_103819.1	SNRPD3	R		misc_RNA
ENST00000651180	AP000356.5	E		processed_transcript
NM_013430.3	GGT1	R		protein_coding
ENST00000318753	LRRC75B	E		protein_coding
ENST00000404045	LRRC75B	E		nonsense_mediated_decay
ENST00000446942	LRRC75B	E		nonsense_mediated_decay
ENST00000460524	LRRC75B	E		retained_intron
ENST00000491910	LRRC75B	E		retained_intron
NM_207644.3	LRRC75B	R		protein_coding
XR_244373.3	LRRC75B	R		misc_RNA
XM_005261600.3	LRRC75B	R		protein_coding
ENST00000464490	LRRC75B	E		processed_transcript
ENST00000465334	LRRC75B	E		retained_intron
ENST00000495297	LRRC75B	E		processed_transcript
ENST00000411974	GGT1	E		protein_coding
ENST00000456869	GGT1	E		protein_coding
ENST00000438893	AP000356.1	E		lncRNA
ENST00000400380	GGT1	E		protein_coding
ENST00000400382	GGT1	E		protein_coding
ENST00000412658	GGT1	E		protein_coding
ENST00000412898	GGT1	E		protein_coding
ENST00000419133	GGT1	E		protein_coding
ENST00000430289	GGT1	E		protein_coding
ENST00000438643	GGT1	E		protein_coding
ENST00000445029	GGT1	E		protein_coding
ENST00000452551	GGT1	E		protein_coding
ENST00000455483	GGT1	E		protein_coding
NM_001288833.2	GGT1	R		protein_coding
NM_013421.3	GGT1	R		protein_coding
ENST00000432867	GGT1	E		protein_coding
ENST00000447416	GGT1	E		protein_coding
ENST00000428855	GGT1	E		protein_coding
ENST00000451366	GGT1	E		protein_coding
ENST00000425895	GGT1	E		nonsense_mediated_decay
ENST00000474191	GGT1	E		processed_transcript
ENST00000487766	GGT1	E		retained_intron
ENST00000466310	GGT1	E		processed_transcript
ENST00000401885	GGT1	E		protein_coding
ENST00000403838	GGT1	E		protein_coding
ENST00000404223	GGT1	E		protein_coding
ENST00000404532	GGT1	E		protein_coding
ENST00000404920	GGT1	E		protein_coding
ENST00000490087	GGT1	E		processed_transcript
ENST00000447261	BCRP3	E		retained_intron
ENST00000621462	BCRP3	E		lncRNA
ENST00000639500	AP000356.4	E		transcribed_unprocessed_pseudogene
NR_024494.1	BCRP3	R		transcribed_pseudogene
ENST00000382243	AP000356.3	E		transcribed_unprocessed_pseudogene
ENST00000639904	AP000356.2	E		lncRNA
NR_024593.1	POM121L10P	R		transcribed_pseudogene
ENST00000611425	AP000356.3	E		retained_intron
ENST00000614808	AP000356.3	E		processed_transcript
ENST00000436994	POM121L10P	E		processed_pseudogene
ENST00000430731	ARL5AP4	E		processed_pseudogene
ENST00000409926	AP000357.1	E		processed_pseudogene
ENST00000633827	AP000357.2	E		lncRNA
XR_938084.2	LOC105372962	R		lncRNA
ENST00000456260	AP000358.1	E		processed_pseudogene
ENST00000442565	CRIP1P4	E		processed_pseudogene
ENST00000332271	PIWIL3	E		protein_coding
ENST00000527701	PIWIL3	E		protein_coding
ENST00000533313	PIWIL3	E		protein_coding
ENST00000616349	PIWIL3	E		protein_coding
NM_001008496.3	PIWIL3	R		protein_coding
NM_001255975.1	PIWIL3	R		protein_coding
NR_045648.1	PIWIL3	R		misc_RNA
NR_045649.2	PIWIL3	R		misc_RNA
ENST00000532537	PIWIL3	E		processed_transcript
NR_001283.1	TOP1P2	R		transcribed_pseudogene
ENST00000610372	SGSM1	E		protein_coding
ENST00000400358	SGSM1	E		protein_coding
ENST00000400359	SGSM1	E		protein_coding
ENST00000470591	SGSM1	E		processed_transcript
NM_001039948.4	SGSM1	R		protein_coding
NM_001098497.3	SGSM1	R		protein_coding
NM_001098498.3	SGSM1	R		protein_coding
NM_133454.4	SGSM1	R		protein_coding
ENST00000473458	SGSM1	E		retained_intron
ENST00000480523	SGSM1	E		retained_intron
ENST00000362913	AL049759.1	E		snoRNA
ENST00000407886	TMEM211	E		protein_coding
ENST00000423535	TMEM211	E		protein_coding
ENST00000640159	TMEM211	E		protein_coding
NM_001001663.3	TMEM211	R		protein_coding
XM_011530094.2	TMEM211	R		protein_coding
ENST00000406486	KIAA1671	E		protein_coding
XM_005261794.4	KIAA1671	R		protein_coding
ENST00000623888	AL022323.2	E		lncRNA
XM_005261793.2	KIAA1671	R		protein_coding
XM_006724346.2	KIAA1671	R		protein_coding
ENST00000624101	AL022323.4	E		lncRNA
ENST00000358431	KIAA1671	E		protein_coding
NM_001145206.1	KIAA1671	R		protein_coding
ENST00000461374	KIAA1671	E		retained_intron
ENST00000494730	KIAA1671	E		retained_intron
ENST00000623239	AL022323.1	E		lncRNA
ENST00000623980	AL022323.3	E		lncRNA
ENST00000401395	KIAA1671	E		protein_coding
ENST00000366110	KIAA1671-AS1	E		lncRNA
NR_038941.1	LOC100128531	R		lncRNA
ENST00000637069	KIAA1671	E		protein_coding
ENST00000604037	Z99916.2	E		processed_pseudogene
XM_017028599.2	CRYBB3	R		protein_coding
ENST00000215855	CRYBB3	E		protein_coding
ENST00000404334	CRYBB3	E		protein_coding
NM_004076.5	CRYBB3	R		protein_coding
ENST00000454253	Z99916.1	E		lncRNA
ENST00000651629	CRYBB2	E		protein_coding
ENST00000651679	Z99916.1	E		lncRNA
XM_006724141.3	CRYBB2	R		protein_coding
XM_011529900.2	CRYBB2	R		protein_coding
ENST00000398215	CRYBB2	E		protein_coding
NM_000496.3	CRYBB2	R		protein_coding
ENST00000623422	Z99916.3	E		lncRNA
XR_001755464.2	LOC105372969	R		lncRNA
ENST00000411511	AL022332.1	E		lncRNA
XR_001755465.1	LOC105372969	R		lncRNA
XR_001755466.2	LOC105372969	R		lncRNA
ENST00000432495	AL022332.1	E		lncRNA
ENST00000650352	AL022324.4	E		lncRNA
ENST00000649082	AL022332.2	E		transcribed_unprocessed_pseudogene
ENST00000412472	IGLL3P	E		unprocessed_pseudogene
NR_029395.1	IGLL3P	R		transcribed_pseudogene
ENST00000433457	AL022324.1	E		unprocessed_pseudogene
ENST00000434827	AL022324.2	E		processed_pseudogene
ENST00000402785	LRP5L	E		processed_transcript
ENST00000444995	LRP5L	E		processed_transcript
ENST00000467672	LRP5L	E		retained_intron
ENST00000474163	LRP5L	E		processed_transcript
ENST00000650168	LRP5L	E		processed_transcript
ENST00000650500	LRP5L	E		transcribed_unprocessed_pseudogene
NM_001135772.2	LRP5L	R		protein_coding
NM_182492.3	LRP5L	R		protein_coding
XM_006724372.3	LRP5L	R		protein_coding
XM_017029083.1	LRP5L	R		protein_coding
XM_017029084.1	LRP5L	R		protein_coding
XM_017029086.1	LRP5L	R		protein_coding
XM_017029087.1	LRP5L	R		protein_coding
XM_017029088.1	LRP5L	R		protein_coding
ENST00000484509	LRP5L	E		retained_intron
ENST00000468442	LRP5L	E		processed_transcript
ENST00000609330	AL022324.3	E		lncRNA
ENST00000609964	AL008721.1	E		lncRNA
ENST00000603243	IGLVIVOR22-1	E		IG_V_pseudogene
ENST00000382734	CRYBB2P1	E		processed_transcript
NR_033733.1	CRYBB2P1	R		transcribed_pseudogene
NR_033734.1	CRYBB2P1	R		transcribed_pseudogene
ENST00000354451	CRYBB2P1	E		processed_transcript
ENST00000415709	CRYBB2P1	E		transcribed_unprocessed_pseudogene
ENST00000509460	CRYBB2P1	E		processed_transcript
ENST00000615588	MIR6817	E		miRNA
NR_106875.1	MIR6817	R		miRNA
ENST00000609084	CRYBB2P1	E		processed_transcript
ENST00000609475	AL008721.2	E		lncRNA
ENST00000609513	CRYBB2P1	E		retained_intron
ENST00000412773	AL022329.1	E		lncRNA
ENST00000422876	AL022329.1	E		lncRNA
ENST00000668059	AL022329.1	E		lncRNA
ENST00000324198	GRK3	E		protein_coding
