transcript_id	gene	transcript_type	tsl	biotype
ENSR22_B7RHS	.	E	.	enhancer
ENST00000484039	EMID1	E	.	protein_coding_CDS_not_defined
XM_011529875.2	EMID1	R	.	protein_coding
XR_007068058.1	LOC124905099	R	.	lncRNA
ENSR22_9FL55	.	E	.	enhancer
XR_001755481.2	LOC105372985	R	.	lncRNA
ENSR22_B7RL3	.	E	.	enhancer
ENSR22_B7RL9	.	E	.	enhancer
ENST00000433143	EMID1	E	.	protein_coding
ENST00000473933	EMID1	E	.	retained_intron
XM_011529876.2	EMID1	R	.	protein_coding
ENST00000488820	EMID1	E	.	retained_intron
ENST00000487477	EMID1	E	.	retained_intron
ENSR22_C4WCK	.	E	.	enhancer
ENST00000216085	RHBDD3	E	.	protein_coding
ENST00000413137	RHBDD3	E	.	nonsense_mediated_decay
NM_001329536.1	RHBDD3	R	.	protein_coding
NM_012265.3	RHBDD3	R	.	protein_coding
NR_138044.2	RHBDD3	R	.	misc_RNA
XM_006724224.5	RHBDD3	R	.	protein_coding
XM_024452208.2	RHBDD3	R	.	protein_coding
XM_024452209.2	RHBDD3	R	.	protein_coding
ENST00000414672	RHBDD3	E	.	protein_coding
ENST00000433125	.	E	.	lncRNA
ENST00000496342	RHBDD3	E	.	retained_intron
ENST00000406335	RHBDD3	E	.	protein_coding
ENST00000493894	RHBDD3	E	.	retained_intron
ENST00000488106	RHBDD3	E	.	retained_intron
ENST00000331029	EWSR1	E	.	protein_coding
ENST00000332035	EWSR1	E	.	protein_coding
ENST00000332050	EWSR1	E	.	protein_coding
ENST00000333395	EWSR1	E	.	protein_coding
ENST00000397938	EWSR1	E	.	protein_coding
ENST00000406548	EWSR1	E	.	protein_coding
ENST00000414183	EWSR1	E	.	protein_coding
ENST00000415761	EWSR1	E	.	protein_coding
ENST00000436425	EWSR1	E	.	protein_coding
ENST00000437155	EWSR1	E	.	protein_coding
ENST00000444626	EWSR1	E	.	protein_coding
ENST00000447973	EWSR1	E	.	protein_coding
ENST00000455726	EWSR1	E	.	protein_coding
ENST00000483415	EWSR1	E	.	retained_intron
ENST00000485037	EWSR1	E	.	retained_intron
ENST00000629659	EWSR1	E	.	protein_coding
NM_001163285.2	EWSR1	R	.	protein_coding
NM_001163286.2	EWSR1	R	.	protein_coding
NM_001163287.2	EWSR1	R	.	protein_coding
NM_005243.4	EWSR1	R	.	protein_coding
NM_013986.4	EWSR1	R	.	protein_coding
XM_005261389.5	EWSR1	R	.	protein_coding
XM_005261390.5	EWSR1	R	.	protein_coding
XM_011529995.4	EWSR1	R	.	protein_coding
XM_011529996.4	EWSR1	R	.	protein_coding
XM_011529997.3	EWSR1	R	.	protein_coding
XM_011529998.3	EWSR1	R	.	protein_coding
XM_011529999.4	EWSR1	R	.	protein_coding
XM_011530000.3	EWSR1	R	.	protein_coding
XM_011530001.3	EWSR1	R	.	protein_coding
XM_011530002.4	EWSR1	R	.	protein_coding
XM_017028644.3	EWSR1	R	.	protein_coding
XM_017028645.3	EWSR1	R	.	protein_coding
XM_017028646.3	EWSR1	R	.	protein_coding
XM_017028647.3	EWSR1	R	.	protein_coding
XM_017028648.3	EWSR1	R	.	protein_coding
XM_017028649.3	EWSR1	R	.	protein_coding
XM_017028650.3	EWSR1	R	.	protein_coding
XM_017028651.3	EWSR1	R	.	protein_coding
XM_017028652.3	EWSR1	R	.	protein_coding
XM_017028653.3	EWSR1	R	.	protein_coding
XM_017028654.2	EWSR1	R	.	protein_coding
XM_017028655.2	EWSR1	R	.	protein_coding
XM_017028656.3	EWSR1	R	.	protein_coding
XM_017028658.2	EWSR1	R	.	protein_coding
XM_017028659.2	EWSR1	R	.	protein_coding
XM_017028660.3	EWSR1	R	.	protein_coding
XM_017028662.3	EWSR1	R	.	protein_coding
XM_017028663.2	EWSR1	R	.	protein_coding
XM_024452180.2	EWSR1	R	.	protein_coding
XM_024452181.2	EWSR1	R	.	protein_coding
XM_047441186.1	EWSR1	R	.	protein_coding
XM_047441187.1	EWSR1	R	.	protein_coding
XM_047441188.1	EWSR1	R	.	protein_coding
XM_047441189.1	EWSR1	R	.	protein_coding
XM_047441190.1	EWSR1	R	.	protein_coding
XM_047441191.1	EWSR1	R	.	protein_coding
XM_047441192.1	EWSR1	R	.	protein_coding
XM_047441193.1	EWSR1	R	.	protein_coding
XM_047441194.1	EWSR1	R	.	protein_coding
XM_047441195.1	EWSR1	R	.	protein_coding
XM_047441196.1	EWSR1	R	.	protein_coding
XM_047441197.1	EWSR1	R	.	protein_coding
XM_047441198.1	EWSR1	R	.	protein_coding
XM_047441199.1	EWSR1	R	.	protein_coding
XM_047441200.1	EWSR1	R	.	protein_coding
XM_047441201.1	EWSR1	R	.	protein_coding
XM_047441202.1	EWSR1	R	.	protein_coding
ENST00000493426	EWSR1	E	.	retained_intron
ENSR22_C4WF5	.	E	.	enhancer
ENST00000479135	EWSR1	E	.	retained_intron
ENST00000469669	EWSR1	E	.	retained_intron
ENST00000360091	EWSR1	E	.	protein_coding
ENST00000483629	EWSR1	E	.	retained_intron
ENST00000610553	EWSR1	E	.	retained_intron
ENST00000780180	.	E	.	lncRNA
ENST00000780181	.	E	.	lncRNA
ENST00000406549	GAS2L1	E	.	protein_coding
ENST00000416823	GAS2L1	E	.	protein_coding
ENST00000428622	GAS2L1	E	.	protein_coding
ENST00000487341	GAS2L1	E	.	retained_intron
ENST00000610653	GAS2L1	E	.	protein_coding
ENST00000611648	GAS2L1	E	.	protein_coding
ENST00000616432	GAS2L1	E	.	protein_coding
ENST00000618518	GAS2L1	E	.	protein_coding
ENST00000621062	GAS2L1	E	.	protein_coding
NM_001278730.2	GAS2L1	R	.	protein_coding
NM_001362985.3	GAS2L1	R	.	protein_coding
NM_001395196.1	GAS2L1	R	.	protein_coding
NM_001395197.1	GAS2L1	R	.	protein_coding
NM_006478.5	GAS2L1	R	.	protein_coding
NM_152236.3	GAS2L1	R	.	protein_coding
XM_011529825.1	GAS2L1	R	.	protein_coding
ENST00000491016	GAS2L1	E	.	retained_intron
ENSR22_9FM3Z	.	E	.	promoter
ENST00000216101	RASL10A	E	.	protein_coding
ENST00000401450	RASL10A	E	.	protein_coding
NM_006477.5	RASL10A	R	.	protein_coding
XM_011529822.1	RASL10A	R	.	protein_coding
XM_011529823.2	RASL10A	R	.	protein_coding
ENST00000474590	RASL10A	E	.	protein_coding_CDS_not_defined
ENST00000608559	RASL10A	E	.	protein_coding_CDS_not_defined
ENST00000608014	.	E	.	lncRNA
ENST00000317368	AP1B1	E	.	protein_coding
ENST00000357586	AP1B1	E	.	protein_coding
ENST00000405198	AP1B1	E	.	protein_coding
ENST00000432560	AP1B1	E	.	protein_coding
ENST00000482818	AP1B1	E	.	retained_intron
NM_001127.4	AP1B1	R	.	protein_coding
NM_001166019.2	AP1B1	R	.	protein_coding
NM_001378562.1	AP1B1	R	.	protein_coding
NM_001378563.1	AP1B1	R	.	protein_coding
NM_001378564.1	AP1B1	R	.	protein_coding
NM_001378565.1	AP1B1	R	.	protein_coding
NM_001378566.1	AP1B1	R	.	protein_coding
NM_145730.3	AP1B1	R	.	protein_coding
ENST00000459538	SNORD125	E	.	snoRNA
ENST00000472057	AP1B1	E	.	protein_coding_CDS_not_defined
ENST00000625572	.	E	.	miRNA
NR_003686.1	SNORD125	R	.	snoRNA
ENST00000421126	AP1B1	E	.	protein_coding
ENST00000415756	AP1B1	E	.	protein_coding
ENST00000473606	AP1B1	E	.	retained_intron
ENST00000752284	.	E	.	lncRNA
ENSR22_9FMNK	.	E	.	enhancer
ENSR22_9FMQ6	.	E	.	enhancer
ENSR22_9FMQG	.	E	.	enhancer
ENSR22_9FMSD	.	E	.	enhancer
ENSR22_9FMTB	.	E	.	enhancer
ENSR22_8TBQX	.	E	.	enhancer
ENST00000650462	.	E	.	lncRNA
NM_001393612.1	RFPL1	R	.	protein_coding
ENSR22_C4WPP	.	E	.	enhancer
ENSR22_B7SGT	.	E	.	promoter
ENSR22_B7SHR	.	E	.	enhancer
ENST00000649455	.	E	.	transcribed_unprocessed_pseudogene
ENST00000752427	RFPL1S	E	.	lncRNA
ENST00000752430	RFPL1S	E	.	lncRNA
ENST00000752431	RFPL1S	E	.	lncRNA
XR_007068059.1	LOC102723305	R	.	lncRNA
XR_007068060.1	LOC102723305	R	.	lncRNA
ENST00000752285	.	E	.	lncRNA
ENST00000752286	.	E	.	lncRNA
ENSR22_9FN7N	.	E	.	enhancer
ENST00000439655	.	E	.	transcribed_unprocessed_pseudogene
ENSR22_B7SLN	.	E	.	enhancer
ENST00000616792	RFPL4AP6	E	.	transcribed_unprocessed_pseudogene
ENST00000461286	RFPL1S	E	.	lncRNA
NR_002727.2	RFPL1S	R	.	lncRNA
ENST00000248980	RFPL1S	E	.	lncRNA
ENST00000354373	RFPL1	E	.	protein_coding
NM_021026.2	RFPL1	R	.	protein_coding
ENST00000657516	RFPL1S	E	.	lncRNA
ENST00000658349	RFPL1S	E	.	lncRNA
ENST00000661328	RFPL1S	E	.	lncRNA
ENST00000752428	RFPL1S	E	.	lncRNA
ENST00000752429	RFPL1S	E	.	lncRNA
XR_001755482.2	LOC107985541	R	.	lncRNA
ENST00000669415	RFPL1S	E	.	lncRNA
ENST00000419368	RFPL1S	E	.	lncRNA
ENSR22_C4WXS	.	E	.	enhancer
ENST00000310624	NEFH	E	.	protein_coding
ENST00000634116	.	E	.	lncRNA
NM_021076.4	NEFH	R	.	protein_coding
XM_011530200.3	NEFH	R	.	protein_coding
ENSR22_8TDQP	.	E	.	enhancer
ENSR22_8TDS5	.	E	.	promoter
ENSR22_B7SXS	.	E	.	enhancer
ENSR22_9FNXH	.	E	.	promoter
ENST00000490103	THOC5	E	.	protein_coding
NM_001002877.2	THOC5	R	.	protein_coding
NM_003678.5	THOC5	R	.	protein_coding
XM_005261797.2	THOC5	R	.	protein_coding
XM_005261798.2	THOC5	R	.	protein_coding
XM_005261799.2	THOC5	R	.	protein_coding
XM_005261801.5	THOC5	R	.	protein_coding
XM_006724347.2	THOC5	R	.	protein_coding
XM_047441558.1	THOC5	R	.	protein_coding
XM_047441559.1	THOC5	R	.	protein_coding
ENST00000358079	THOC5	E	.	nonsense_mediated_decay
ENST00000397871	THOC5	E	.	protein_coding
ENST00000397872	THOC5	E	.	protein_coding
ENST00000397873	THOC5	E	.	protein_coding
ENST00000442555	THOC5	E	.	nonsense_mediated_decay
ENST00000472164	THOC5	E	.	retained_intron
NM_001002878.1	THOC5	R	.	protein_coding
NM_001002879.1	THOC5	R	.	protein_coding
ENST00000411969	.	E	.	lncRNA
ENST00000484924	THOC5	E	.	retained_intron
ENST00000443089	THOC5	E	.	protein_coding
ENST00000492707	THOC5	E	.	retained_intron
ENSR22_9FPF3	.	E	.	open_chromatin_region
ENST00000488052	THOC5	E	.	retained_intron
ENST00000475187	THOC5	E	.	retained_intron
ENST00000440771	THOC5	E	.	protein_coding
ENST00000428374	THOC5	E	.	protein_coding
ENST00000455450	THOC5	E	.	protein_coding
ENST00000414902	THOC5	E	.	nonsense_mediated_decay
ENST00000418021	THOC5	E	.	protein_coding
ENST00000216121	NIPSNAP1	E	.	protein_coding
NM_001202502.2	NIPSNAP1	R	.	protein_coding
NM_003634.4	NIPSNAP1	R	.	protein_coding
ENSR22_B7TCM	.	E	.	enhancer
ENST00000437094	NIPSNAP1	E	.	protein_coding
ENST00000415100	NIPSNAP1	E	.	protein_coding
ENST00000455496	NIPSNAP1	E	.	nonsense_mediated_decay
ENST00000496944	NIPSNAP1	E	.	retained_intron
ENST00000494966	NIPSNAP1	E	.	protein_coding_CDS_not_defined
ENSR22_9FQ2F	.	E	.	promoter
ENSR22_B7TJP	.	E	.	enhancer
ENST00000742911	.	E	.	lncRNA
ENSR22_9FQ4Z	.	E	.	open_chromatin_region
ENSR22_9FQ73	.	E	.	enhancer
ENST00000334961	NF2	E	.	protein_coding
ENST00000338641	NF2	E	.	protein_coding
ENST00000353887	NF2	E	.	protein_coding
ENST00000361166	NF2	E	.	protein_coding
ENST00000361452	NF2	E	.	protein_coding
ENST00000361676	NF2	E	.	protein_coding
ENST00000397789	NF2	E	.	protein_coding
ENST00000403435	NF2	E	.	protein_coding
ENST00000403999	NF2	E	.	protein_coding
ENST00000413209	NF2	E	.	protein_coding
ENST00000432151	NF2	E	.	nonsense_mediated_decay
ENST00000672461	NF2	E	.	nonsense_mediated_decay
ENST00000672805	NF2	E	.	nonsense_mediated_decay
ENST00000672896	NF2	E	.	protein_coding
ENST00000673312	NF2	E	.	nonsense_mediated_decay
ENST00000713935	NF2	E	.	protein_coding
NM_000268.4	NF2	R	.	protein_coding
NM_001407053.1	NF2	R	.	protein_coding
NM_001407054.1	NF2	R	.	protein_coding
NM_001407055.1	NF2	R	.	protein_coding
NM_001407056.1	NF2	R	.	protein_coding
NM_001407057.1	NF2	R	.	protein_coding
NM_001407058.1	NF2	R	.	protein_coding
NM_001407059.1	NF2	R	.	protein_coding
NM_001407060.1	NF2	R	.	protein_coding
NM_001407062.1	NF2	R	.	protein_coding
NM_001407063.1	NF2	R	.	protein_coding
NM_001407064.1	NF2	R	.	protein_coding
NM_001407065.1	NF2	R	.	protein_coding
NM_001407066.1	NF2	R	.	protein_coding
NM_001407067.1	NF2	R	.	protein_coding
NM_016418.5	NF2	R	.	protein_coding
NM_181825.3	NF2	R	.	protein_coding
NM_181828.3	NF2	R	.	protein_coding
NM_181829.3	NF2	R	.	protein_coding
NM_181830.3	NF2	R	.	protein_coding
NM_181831.3	NF2	R	.	protein_coding
NM_181832.3	NF2	R	.	protein_coding
NM_181833.3	NF2	R	.	protein_coding
NR_176267.1	NF2	R	.	misc_RNA
ENSR22_B7TLW	.	E	.	promoter
ENST00000437636	RPEP4	E	.	processed_pseudogene
ENSR22_B7TP3	.	E	.	enhancer
ENSR22_B7TPL	.	E	.	enhancer
XM_017028809.3	NF2	R	.	protein_coding
XM_047441386.1	NF2	R	.	protein_coding
ENSR22_9FQTL	.	E	.	enhancer
ENSR22_C4XJP	.	E	.	enhancer
ENST00000416352	CABP7-DT	E	.	lncRNA
NR_186695.1	CABP7-DT	R	.	lncRNA
ENSR22_C4XKK	.	E	.	enhancer
ENST00000451180	CABP7-DT	E	.	lncRNA
NR_186694.1	CABP7-DT	R	.	lncRNA
ENST00000216144	CABP7	E	.	protein_coding
NM_182527.3	CABP7	R	.	protein_coding
ENSR22_58ZQNZ	.	E	.	CTCF_binding_site
ENST00000344318	ZMAT5	E	.	protein_coding
NM_001003692.2	ZMAT5	R	.	protein_coding
NM_001318129.2	ZMAT5	R	.	protein_coding
NM_019103.3	ZMAT5	R	.	protein_coding
ENSR22_B7W9S	.	E	.	enhancer
ENST00000489010	ZMAT5	E	.	retained_intron
ENSR22_8TLN6	.	E	.	enhancer
ENST00000364106	Y_RNA	E	.	misc_RNA
ENST00000668996	.	E	.	lncRNA
ENST00000330029	UQCR10	E	.	protein_coding
ENST00000401406	UQCR10	E	.	protein_coding
NM_001003684.2	UQCR10	R	.	protein_coding
NM_013387.4	UQCR10	R	.	protein_coding
ENSR22_8TLWN	.	E	.	enhancer
ENST00000766614	.	E	.	lncRNA
ENSR22_9FS27	.	E	.	promoter
ENSR22_9FS3P	.	E	.	enhancer
ENSR22_9FS3Z	.	E	.	enhancer
ENSR22_8TMC5	.	E	.	promoter
ENST00000307790	ASCC2	E	.	protein_coding
ENST00000397771	ASCC2	E	.	protein_coding
ENST00000458594	ASCC2	E	.	nonsense_mediated_decay
ENST00000472433	ASCC2	E	.	protein_coding_CDS_not_defined
ENST00000487486	ASCC2	E	.	retained_intron
ENST00000542393	ASCC2	E	.	protein_coding
NM_001242906.2	ASCC2	R	.	protein_coding
NM_001369920.1	ASCC2	R	.	protein_coding
NM_001369921.1	ASCC2	R	.	protein_coding
NM_001369922.1	ASCC2	R	.	protein_coding
NM_001369923.1	ASCC2	R	.	protein_coding
NM_001369924.1	ASCC2	R	.	protein_coding
NM_001369925.1	ASCC2	R	.	protein_coding
NM_001369926.1	ASCC2	R	.	protein_coding
NM_001369927.1	ASCC2	R	.	protein_coding
NM_001369928.1	ASCC2	R	.	protein_coding
NM_001369929.1	ASCC2	R	.	protein_coding
NM_001369930.1	ASCC2	R	.	protein_coding
NM_001369931.1	ASCC2	R	.	protein_coding
NM_001369932.1	ASCC2	R	.	protein_coding
NM_001369933.1	ASCC2	R	.	protein_coding
NM_001369934.1	ASCC2	R	.	protein_coding
NM_001369935.1	ASCC2	R	.	protein_coding
NM_001369936.1	ASCC2	R	.	protein_coding
NM_001369937.1	ASCC2	R	.	protein_coding
NM_001369938.1	ASCC2	R	.	protein_coding
NM_001369939.1	ASCC2	R	.	protein_coding
NM_001369940.1	ASCC2	R	.	protein_coding
NM_001369941.1	ASCC2	R	.	protein_coding
NM_001369942.1	ASCC2	R	.	protein_coding
NM_001369943.1	ASCC2	R	.	protein_coding
NM_001369944.1	ASCC2	R	.	protein_coding
NM_001369945.1	ASCC2	R	.	protein_coding
NM_001369946.1	ASCC2	R	.	protein_coding
NM_001369947.1	ASCC2	R	.	protein_coding
NM_001369948.1	ASCC2	R	.	protein_coding
NM_001369949.1	ASCC2	R	.	protein_coding
NM_001369950.1	ASCC2	R	.	protein_coding
NM_032204.5	ASCC2	R	.	protein_coding
XM_011530442.4	ASCC2	R	.	protein_coding
XM_011530443.3	ASCC2	R	.	protein_coding
XM_011530444.3	ASCC2	R	.	protein_coding
XM_011530445.3	ASCC2	R	.	protein_coding
XM_011530448.3	ASCC2	R	.	protein_coding
XM_011530453.3	ASCC2	R	.	protein_coding
XM_011530454.3	ASCC2	R	.	protein_coding
XM_011530455.3	ASCC2	R	.	protein_coding
XM_024452287.2	ASCC2	R	.	protein_coding
XM_024452288.2	ASCC2	R	.	protein_coding
XM_024452289.2	ASCC2	R	.	protein_coding
XM_024452290.2	ASCC2	R	.	protein_coding
XM_024452291.2	ASCC2	R	.	protein_coding
XM_047441538.1	ASCC2	R	.	protein_coding
XM_047441539.1	ASCC2	R	.	protein_coding
XM_047441540.1	ASCC2	R	.	protein_coding
XM_047441541.1	ASCC2	R	.	protein_coding
XM_047441542.1	ASCC2	R	.	protein_coding
XM_047441543.1	ASCC2	R	.	protein_coding
XM_047441544.1	ASCC2	R	.	protein_coding
XM_047441545.1	ASCC2	R	.	protein_coding
XM_047441546.1	ASCC2	R	.	protein_coding
XM_047441547.1	ASCC2	R	.	protein_coding
XM_047441548.1	ASCC2	R	.	protein_coding
ENST00000411532	ASCC2	E	.	protein_coding
ENST00000483380	ASCC2	E	.	protein_coding_CDS_not_defined
ENSR22_8TMMX	.	E	.	enhancer
ENST00000464287	ASCC2	E	.	protein_coding_CDS_not_defined
ENST00000478812	ASCC2	E	.	protein_coding_CDS_not_defined
ENST00000449900	ASCC2	E	.	protein_coding_CDS_not_defined
ENST00000431535	ASCC2	E	.	protein_coding
ENST00000495967	ASCC2	E	.	protein_coding_CDS_not_defined
ENSR22_9FSJD	.	E	.	enhancer
ENST00000412689	ASCC2	E	.	protein_coding_CDS_not_defined
ENST00000463203	ASCC2	E	.	retained_intron
ENST00000465667	ASCC2	E	.	retained_intron
ENST00000453160	ASCC2	E	.	nonsense_mediated_decay
ENST00000460313	ASCC2	E	.	retained_intron
ENST00000462454	ASCC2	E	.	retained_intron
ENST00000495681	ASCC2	E	.	retained_intron
ENST00000454854	ASCC2	E	.	nonsense_mediated_decay
ENST00000477074	ASCC2	E	.	retained_intron
ENSR22_9FSMQ	.	E	.	enhancer
ENST00000492821	ASCC2	E	.	retained_intron
ENSR22_B7WTS	.	E	.	enhancer
ENSR22_9FT5G	.	E	.	enhancer
ENST00000323630	MTMR3	E	.	protein_coding
ENST00000333027	MTMR3	E	.	protein_coding
ENST00000351488	MTMR3	E	.	protein_coding
ENST00000401950	MTMR3	E	.	protein_coding
ENST00000415511	MTMR3	E	.	protein_coding_CDS_not_defined
ENST00000445401	MTMR3	E	.	protein_coding
ENST00000495098	MTMR3	E	.	protein_coding_CDS_not_defined
NM_021090.4	MTMR3	R	.	protein_coding
NM_153050.3	MTMR3	R	.	protein_coding
NM_153051.3	MTMR3	R	.	protein_coding
ENST00000384724	RNU6-331P	E	.	snRNA
ENSR22_B7X8Z	.	E	.	enhancer
ENST00000406629	MTMR3	E	.	protein_coding
ENST00000480776	MTMR3	E	.	retained_intron
ENSR22_B7XMD	.	E	.	enhancer
ENSR22_B7XP9	.	E	.	enhancer
ENSR22_C4ZCQ	.	E	.	enhancer
ENST00000487907	MTMR3	E	.	protein_coding_CDS_not_defined
ENST00000381184	CD99	E	.	protein_coding
ENST00000381187	CD99	E	.	protein_coding
ENST00000381192	CD99	E	.	protein_coding
ENST00000449611	CD99	E	.	protein_coding_CDS_not_defined
ENST00000482405	CD99	E	.	protein_coding
ENST00000611428	CD99	E	.	protein_coding
ENST00000623253	CD99	E	.	nonsense_mediated_decay
ENST00000624481	CD99	E	.	protein_coding
ENST00000645950	CD99	E	.	retained_intron
ENST00000646103	CD99	E	.	retained_intron
ENST00000647297	CD99	E	.	retained_intron
NM_001122898.3	CD99	R	.	protein_coding
NM_001321367.2	CD99	R	.	protein_coding
NM_001321368.2	CD99	R	.	protein_coding
NM_001321369.2	CD99	R	.	protein_coding
NM_001321370.2	CD99	R	.	protein_coding
NM_002414.5	CD99	R	.	protein_coding
NR_135623.2	CD99	R	.	misc_RNA
ENSRX_BJGT	.	E	.	enhancer
ENSRX_C98K	.	E	.	enhancer
ENSRX_BJHD	.	E	.	enhancer
ENSRX_D5LX	.	E	.	enhancer
ENSRX_C993	.	E	.	enhancer
ENST00000482293	CD99	E	.	protein_coding_CDS_not_defined
ENST00000497752	CD99	E	.	retained_intron
ENST00000381177	CD99	E	.	nonsense_mediated_decay
ENST00000381174	XG	E	.	protein_coding
ENST00000419513	XG	E	.	protein_coding
ENST00000509484	XG	E	.	protein_coding
ENST00000644266	XG	E	.	protein_coding
NM_001141919.2	XG	R	.	protein_coding
NM_001141920.2	XG	R	.	protein_coding
NM_175569.3	XG	R	.	protein_coding
XM_005274587.5	XG	R	.	protein_coding
XM_011545575.4	XG	R	.	protein_coding
XM_017029787.3	XG	R	.	protein_coding
ENST00000503018	XG	E	.	retained_intron
ENSRX_847BC	.	E	.	enhancer
ENSRX_BJSG	.	E	.	enhancer
ENSRX_934RN	.	E	.	enhancer
ENST00000519244	XG	E	.	retained_intron
ENST00000810817	.	E	.	lncRNA
ENST00000810818	.	E	.	lncRNA
ENST00000810819	.	E	.	lncRNA
ENST00000810820	.	E	.	lncRNA
ENST00000810821	.	E	.	lncRNA
ENST00000810822	.	E	.	lncRNA
ENST00000810824	.	E	.	lncRNA
ENST00000810825	.	E	.	lncRNA
ENST00000810826	.	E	.	lncRNA
ENST00000810828	.	E	.	lncRNA
ENST00000810823	.	E	.	lncRNA
ENST00000810829	.	E	.	lncRNA
ENST00000810830	.	E	.	lncRNA
ENST00000810831	.	E	.	lncRNA
ENST00000810832	.	E	.	lncRNA
ENST00000810833	.	E	.	lncRNA
ENSRX_BK3W	.	E	.	enhancer
ENST00000810827	.	E	.	lncRNA
ENST00000810834	.	E	.	lncRNA
ENST00000810835	.	E	.	lncRNA
ENST00000810836	.	E	.	lncRNA
ENSRX_9357T	.	E	.	enhancer
ENST00000381161	GYG2	E	.	protein_coding_CDS_not_defined
ENST00000381163	GYG2	E	.	protein_coding
ENST00000398806	GYG2	E	.	protein_coding
NM_001079855.2	GYG2	R	.	protein_coding
NM_001184702.2	GYG2	R	.	protein_coding
NM_001184703.2	GYG2	R	.	protein_coding
NM_001184704.2	GYG2	R	.	protein_coding
NM_003918.3	GYG2	R	.	protein_coding
XM_017029928.2	GYG2	R	.	protein_coding
XM_017029929.2	GYG2	R	.	protein_coding
XM_017029930.2	GYG2	R	.	protein_coding
XM_047442608.1	GYG2	R	.	protein_coding
XM_047442609.1	GYG2	R	.	protein_coding
XM_047442610.1	GYG2	R	.	protein_coding
XM_047442613.1	GYG2	R	.	protein_coding
ENST00000520904	GYG2	E	.	protein_coding
XM_011545600.3	GYG2	R	.	protein_coding
XM_017029927.2	GYG2	R	.	protein_coding
XM_017029931.2	GYG2	R	.	protein_coding
XM_047442611.1	GYG2	R	.	protein_coding
XM_047442612.1	GYG2	R	.	protein_coding
ENST00000353656	GYG2	E	.	protein_coding
ENST00000469234	GYG2	E	.	protein_coding_CDS_not_defined
ENSRX_935BH	.	E	.	promoter
ENSRX_BK6B	.	E	.	enhancer
ENST00000445107	GYG2-AS1	E	.	lncRNA
ENST00000453106	GYG2	E	.	protein_coding_CDS_not_defined
ENSRX_8493T	.	E	.	enhancer
ENST00000381157	GYG2	E	.	protein_coding
ENSRX_935ZQ	.	E	.	enhancer
ENSRX_9362N	.	E	.	enhancer
ENSRX_C9QM	.	E	.	enhancer
ENST00000381154	ARSD	E	.	protein_coding
ENST00000414053	ARSD-AS1	E	.	lncRNA
ENST00000458014	ARSD	E	.	protein_coding
NM_001669.4	ARSD	R	.	protein_coding
NR_144459.1	ARSD-AS1	R	.	lncRNA
XM_005274514.3	ARSD	R	.	protein_coding
XM_005274515.3	ARSD	R	.	protein_coding
XM_047442108.1	ARSD	R	.	protein_coding
ENST00000495294	ARSD	E	.	protein_coding_CDS_not_defined
ENST00000217890	ARSD	E	.	protein_coding_CDS_not_defined
NM_009589.5	ARSD	R	.	protein_coding
ENST00000481340	ARSD	E	.	protein_coding_CDS_not_defined
ENST00000494870	ARSD	E	.	retained_intron
ENST00000559324	ARSD	E	.	nonsense_mediated_decay
ENSRX_C9SS	.	E	.	enhancer
ENST00000681963	ARSL	E	.	protein_coding
ENST00000682184	ARSL	E	.	protein_coding
ENST00000683191	ARSL	E	.	retained_intron
ENST00000683290	ARSL	E	.	protein_coding
ENST00000683677	ARSL	E	.	protein_coding
ENST00000684117	ARSL	E	.	protein_coding
ENST00000684364	ARSL	E	.	protein_coding
ENST00000381134	ARSL	E	.	protein_coding
ENST00000540563	ARSL	E	.	protein_coding
ENST00000545496	ARSL	E	.	protein_coding
ENST00000672027	ARSL	E	.	protein_coding
ENST00000672097	ARSL	E	.	protein_coding
ENST00000672761	ARSL	E	.	protein_coding
ENST00000673032	ARSL	E	.	protein_coding
ENST00000682364	ARSL	E	.	protein_coding
ENST00000684077	ARSL	E	.	protein_coding
ENST00000684687	ARSL	E	.	nonsense_mediated_decay
ENST00000684738	ARSL	E	.	protein_coding
NM_000047.3	ARSL	R	.	protein_coding
NM_001282628.2	ARSL	R	.	protein_coding
NM_001282631.2	ARSL	R	.	protein_coding
NM_001369079.1	ARSL	R	.	protein_coding
NM_001369080.1	ARSL	R	.	protein_coding
XM_005274519.5	ARSL	R	.	protein_coding
XM_005274521.5	ARSL	R	.	protein_coding
XM_011545521.2	ARSL	R	.	protein_coding
XM_047442109.1	ARSL	R	.	protein_coding
XM_047442110.1	ARSL	R	.	protein_coding
ENST00000683958	ARSL	E	.	protein_coding
ENST00000672606	ARSL	E	.	protein_coding
ENST00000438544	ARSL	E	.	protein_coding
ENST00000681960	ARSL	E	.	protein_coding_CDS_not_defined
ENST00000682745	ARSL	E	.	protein_coding_CDS_not_defined
ENST00000683071	ARSL	E	.	protein_coding_CDS_not_defined
ENST00000684045	ARSL	E	.	protein_coding_CDS_not_defined
ENST00000483425	ARSL	E	.	protein_coding_CDS_not_defined
ENST00000683854	ARSL	E	.	retained_intron
ENST00000516032	RNU6-1334P	E	.	snRNA
ENST00000679518	XGY2	E	.	lncRNA
ENST00000679825	XGY2	E	.	lncRNA
ENST00000680285	XGY2	E	.	lncRNA
ENST00000680845	XGY2	E	.	lncRNA
ENST00000681787	XGY2	E	.	lncRNA
ENST00000681940	XGY2	E	.	lncRNA
ENST00000454281	RNASEH2CP1	E	.	transcribed_processed_pseudogene
